t; T; m; Hf; dT
49.12100;275.1170;1.553086;-19.42187;3.122229
49.12934;275.1572;1.552788;-19.42059;3.122024
49.13766;275.2016;1.552480;-19.41904;3.121844
49.14600;275.2425;1.552301;-19.41709;3.121690
49.15434;275.2836;1.552266;-19.41514;3.121538
49.16266;275.3278;1.552174;-19.41337;3.121376
49.17100;275.3704;1.551945;-19.41177;3.121201
49.17934;275.4050;1.551624;-19.40986;3.121044
49.18766;275.4491;1.551295;-19.40842;3.120865
49.19600;275.4884;1.551087;-19.40671;3.120701
49.20434;275.5306;1.551024;-19.40480;3.120555
49.21266;275.5744;1.551028;-19.40294;3.120408
49.22100;275.6146;1.550966;-19.40064;3.120287
49.22934;275.6570;1.550723;-19.39875;3.120140
49.23766;275.6995;1.550332;-19.39748;3.119947
49.24600;275.7391;1.549995;-19.39617;3.119755
49.25434;275.7801;1.549866;-19.39478;3.119573
49.26266;275.8195;1.549947;-19.39356;3.119375
49.27100;275.8604;1.549976;-19.39205;3.119199
49.27934;275.9032;1.549731;-19.39067;3.119016
49.28766;275.9444;1.549249;-19.38916;3.118840
49.29600;275.9896;1.548760;-19.38787;3.118651
49.30434;276.0343;1.548501;-19.38701;3.118428
49.31266;276.0716;1.548449;-19.38584;3.118219
49.32100;276.1133;1.548422;-19.38444;3.118037
49.32934;276.1526;1.548208;-19.38284;3.117865
49.33766;276.1942;1.547751;-19.38140;3.117683
49.34600;276.2373;1.547209;-19.37983;3.117511
49.35434;276.2784;1.546784;-19.37788;3.117364
49.36266;276.3200;1.546672;-19.37631;3.117188
49.37100;276.3622;1.546752;-19.37492;3.117001
49.37934;276.4038;1.546780;-19.37354;3.116813
49.38766;276.4468;1.546604;-19.37190;3.116650
49.39600;276.4895;1.546286;-19.37051;3.116464
49.40434;276.5286;1.546008;-19.36902;3.116280
49.41266;276.5672;1.545846;-19.36768;3.116086
49.42100;276.6083;1.545731;-19.36640;3.115894
49.42934;276.6545;1.545532;-19.36508;3.115706
49.43766;276.6980;1.545236;-19.36387;3.115504
49.44600;276.7360;1.544854;-19.36268;3.115297
49.45434;276.7791;1.544544;-19.36164;3.115086
49.46266;276.8224;1.544375;-19.36034;3.114892
49.47100;276.8573;1.544301;-19.35888;3.114703
49.47934;276.8990;1.544207;-19.35736;3.114530
49.48766;276.9416;1.543965;-19.35581;3.114360
49.49600;276.9850;1.543611;-19.35386;3.114214
49.50434;277.0214;1.543294;-19.35159;3.114084
49.51266;277.0664;1.543109;-19.34990;3.113926
49.52100;277.1100;1.543038;-19.34818;3.113768
49.52934;277.1454;1.542924;-19.34626;3.113614
49.53766;277.1888;1.542690;-19.34449;3.113462
49.54600;277.2284;1.542416;-19.34279;3.113300
49.55434;277.2744;1.542174;-19.34121;3.113135
49.56266;277.3123;1.541970;-19.33960;3.112959
49.57100;277.3554;1.541846;-19.33779;3.112803
49.57934;277.3940;1.541759;-19.33625;3.112627
49.58766;277.4390;1.541632;-19.33543;3.112402
49.59600;277.4822;1.541445;-19.33437;3.112192
49.60434;277.5248;1.541240;-19.33307;3.111999
49.61266;277.5650;1.541132;-19.33075;3.111874
49.62100;277.6091;1.541086;-19.32894;3.111716
49.62934;277.6512;1.540965;-19.32719;3.111549
49.63766;277.6907;1.540801;-19.32594;3.111345
49.64600;277.7314;1.540618;-19.32410;3.111185
49.65434;277.7726;1.540418;-19.32232;3.111023
49.66266;277.8145;1.540247;-19.32052;3.110861
49.67100;277.8570;1.540079;-19.31837;3.110726
49.67934;277.8952;1.539890;-19.31595;3.110608
49.68766;277.9386;1.539660;-19.31401;3.110463
49.69600;277.9774;1.539389;-19.31278;3.110261
49.70434;278.0200;1.539090;-19.31176;3.110049
49.71266;278.0646;1.538843;-19.31023;3.109877
49.72100;278.1062;1.538574;-19.30874;3.109696
49.72934;278.1504;1.538353;-19.30771;3.109481
49.73766;278.1918;1.538198;-19.30683;3.109252
49.74600;278.2366;1.538108;-19.30551;3.109058
49.75434;278.2752;1.538066;-19.30414;3.108860
49.76266;278.3156;1.537980;-19.30329;3.108626
49.77100;278.3549;1.537815;-19.30196;3.108426
49.77934;278.3950;1.537618;-19.30019;3.108263
49.78766;278.4372;1.537496;-19.29804;3.108125
49.79600;278.4778;1.537397;-19.29646;3.107950
49.80434;278.5170;1.537268;-19.29426;3.107818
49.81266;278.5598;1.537017;-19.29226;3.107679
49.82100;278.6020;1.536597;-19.29028;3.107537
49.82934;278.6450;1.536156;-19.28871;3.107368
49.83766;278.6878;1.535860;-19.28707;3.107200
49.84600;278.7321;1.535754;-19.28506;3.107058
49.85434;278.7725;1.535759;-19.28329;3.106894
49.86266;278.8140;1.535714;-19.28230;3.106670
49.87100;278.8540;1.535498;-19.28120;3.106456
49.87934;278.8953;1.535226;-19.27976;3.106268
49.88766;278.9376;1.535034;-19.27831;3.106079
49.89600;278.9774;1.534972;-19.27684;3.105888
49.90434;279.0222;1.534972;-19.27529;3.105711
49.91266;279.0642;1.534824;-19.27395;3.105515
49.92100;279.1062;1.534476;-19.27264;3.105315
49.92934;279.1445;1.533979;-19.27128;3.105120
49.93766;279.1858;1.533568;-19.26983;3.104934
49.94600;279.2302;1.533380;-19.26782;3.104793
49.95434;279.2680;1.533352;-19.26582;3.104641
49.96266;279.3091;1.533306;-19.26405;3.104478
49.97100;279.3540;1.533138;-19.26264;3.104294
49.97934;279.3936;1.532887;-19.26122;3.104102
49.98766;279.4360;1.532614;-19.25980;3.103914
49.99600;279.4775;1.532484;-19.25808;3.103747
50.00434;279.5138;1.532471;-19.25646;3.103570
50.01266;279.5574;1.532439;-19.25520;3.103377
50.02100;279.6002;1.532223;-19.25380;3.103190
50.02934;279.6419;1.531816;-19.25276;3.102975
50.03766;279.6843;1.531336;-19.25149;3.102776
50.04600;279.7249;1.530948;-19.25046;3.102556
50.05434;279.7673;1.530741;-19.24974;3.102318
50.06266;279.8064;1.530709;-19.24827;3.102130
50.07100;279.8478;1.530810;-19.24691;3.101940
50.07934;279.8899;1.530745;-19.24546;3.101756
50.08766;279.9347;1.530411;-19.24390;3.101578
50.09600;279.9746;1.529981;-19.24210;3.101410
50.10434;280.0132;1.529552;-19.24080;3.101209
50.11266;280.0580;1.529211;-19.23934;3.101026
50.12100;280.0975;1.529014;-19.23801;3.100828
50.12934;280.1342;1.528904;-19.23620;3.100664
50.13766;280.1814;1.528798;-19.23423;3.100524
50.14600;280.2231;1.528540;-19.23295;3.100322
50.15434;280.2663;1.528167;-19.23163;3.100124
50.16266;280.3043;1.527928;-19.23050;3.099909
50.17100;280.3456;1.527876;-19.22966;3.099678
50.17934;280.3846;1.527906;-19.22846;3.099474
50.18766;280.4318;1.527915;-19.22712;3.099285
50.19600;280.4716;1.527798;-19.22572;3.099090
50.20434;280.5137;1.527475;-19.22409;3.098916
50.21266;280.5543;1.527017;-19.22274;3.098716
50.22100;280.5947;1.526540;-19.22183;3.098486
50.22934;280.6362;1.526164;-19.21984;3.098340
50.23766;280.6774;1.525897;-19.21834;3.098156
50.24600;280.7200;1.525731;-19.21672;3.097981
50.25434;280.7604;1.525672;-19.21515;3.097800
50.26266;280.8010;1.525665;-19.21359;3.097618
50.27100;280.8435;1.525669;-19.21210;3.097435
50.27934;280.8861;1.525621;-19.21051;3.097260
50.28766;280.9283;1.525489;-19.20944;3.097044
50.29600;280.9687;1.525288;-19.20792;3.096859
50.30434;281.0082;1.525007;-19.20565;3.096728
50.31266;281.0525;1.524756;-19.20454;3.096518
50.32100;281.0916;1.524575;-19.20320;3.096318
50.32934;281.1352;1.524358;-19.20181;3.096127
50.33766;281.1763;1.523996;-19.20029;3.095941
50.34600;281.2140;1.523564;-19.19901;3.095736
50.35434;281.2564;1.523199;-19.19762;3.095546
50.36266;281.2950;1.523037;-19.19626;3.095350
50.37100;281.3418;1.523061;-19.19468;3.095178
50.37934;281.3805;1.523074;-19.19331;3.094982
50.38766;281.4253;1.522990;-19.19249;3.094750
50.39600;281.4670;1.522757;-19.19114;3.094553
50.40434;281.5080;1.522446;-19.18947;3.094378
50.41266;281.5473;1.522153;-19.18779;3.094205
50.42100;281.5916;1.521943;-19.18598;3.094045
50.42934;281.6313;1.521763;-19.18433;3.093864
50.43766;281.6708;1.521489;-19.18294;3.093667
50.44600;281.7125;1.521120;-19.18156;3.093471
50.45434;281.7569;1.520807;-19.18039;3.093265
50.46266;281.7986;1.520661;-19.17929;3.093048
50.47100;281.8375;1.520666;-19.17784;3.092855
50.47934;281.8787;1.520685;-19.17655;3.092656
50.48766;281.9248;1.520553;-19.17547;3.092444
50.49600;281.9687;1.520304;-19.17416;3.092242
50.50434;282.0084;1.519935;-19.17281;3.092040
50.51266;282.0502;1.519578;-19.17132;3.091850
50.52100;282.0933;1.519358;-19.16952;3.091682
50.52934;282.1306;1.519200;-19.16794;3.091490
50.53766;282.1729;1.518940;-19.16649;3.091300
50.54600;282.2149;1.518591;-19.16456;3.091143
50.55434;282.2606;1.518210;-19.16284;3.090974
50.56266;282.3032;1.517899;-19.16131;3.090781
50.57100;282.3427;1.517698;-19.15965;3.090598
50.57934;282.3828;1.517480;-19.15827;3.090400
50.58766;282.4260;1.517220;-19.15744;3.090166
50.59600;282.4664;1.516904;-19.15623;3.089955
50.60434;282.5090;1.516608;-19.15536;3.089722
50.61266;282.5532;1.516376;-19.15409;3.089516
50.62100;282.5956;1.516246;-19.15297;3.089297
50.62934;282.6376;1.516029;-19.15192;3.089071
50.63766;282.6768;1.515701;-19.15099;3.088836
50.64600;282.7190;1.515328;-19.14979;3.088626
50.65434;282.7619;1.515046;-19.14870;3.088408
50.66266;282.8030;1.514971;-19.14795;3.088161
50.67100;282.8412;1.515040;-19.14636;3.087974
50.67934;282.8814;1.515038;-19.14492;3.087781
50.68766;282.9226;1.514774;-19.14411;3.087544
50.69600;282.9599;1.514342;-19.14320;3.087312
50.70434;283.0037;1.513934;-19.14213;3.087100
50.71266;283.0439;1.513780;-19.14134;3.086867
50.72100;283.0859;1.513848;-19.13991;3.086678
50.72934;283.1284;1.513870;-19.13864;3.086481
50.73766;283.1682;1.513682;-19.13768;3.086258
50.74600;283.2133;1.513274;-19.13688;3.086028
50.75434;283.2526;1.512858;-19.13599;3.085796
50.76266;283.2906;1.512645;-19.13521;3.085555
50.77100;283.3363;1.512620;-19.13398;3.085355
50.77934;283.3786;1.512587;-19.13232;3.085178
50.78766;283.4157;1.512340;-19.13069;3.084993
50.79600;283.4576;1.511885;-19.12914;3.084810
50.80434;283.5009;1.511424;-19.12818;3.084584
50.81266;283.5408;1.511173;-19.12726;3.084352
50.82100;283.5824;1.511111;-19.12621;3.084132
50.82934;283.6240;1.511119;-19.12488;3.083933
50.83766;283.6654;1.510998;-19.12359;3.083732
50.84600;283.7075;1.510725;-19.12233;3.083526
50.85434;283.7500;1.510456;-19.12069;3.083348
50.86266;283.7927;1.510351;-19.11970;3.083124
50.87100;283.8340;1.510353;-19.11868;3.082899
50.87934;283.8763;1.510313;-19.11760;3.082676
50.88766;283.9155;1.510121;-19.11628;3.082470
50.89600;283.9568;1.509800;-19.11459;3.082294
50.90434;283.9952;1.509516;-19.11339;3.082080
50.91266;284.0400;1.509296;-19.11200;3.081887
50.92100;284.0810;1.509141;-19.11049;3.081696
50.92934;284.1252;1.508939;-19.10938;3.081480
50.93766;284.1646;1.508672;-19.10814;3.081268
50.94600;284.2044;1.508352;-19.10678;3.081067
50.95434;284.2470;1.508078;-19.10570;3.080850
50.96266;284.2883;1.507938;-19.10454;3.080639
50.97100;284.3298;1.507916;-19.10349;3.080418
50.97934;284.3678;1.507888;-19.10294;3.080155
50.98766;284.4100;1.507716;-19.10158;3.079959
50.99600;284.4538;1.507436;-19.10017;3.079764
51.00434;284.4987;1.507160;-19.09895;3.079558
51.01266;284.5398;1.507009;-19.09767;3.079350
51.02100;284.5800;1.506968;-19.09680;3.079112
51.02934;284.6190;1.506932;-19.09596;3.078872
51.03766;284.6602;1.506842;-19.09491;3.078650
51.04600;284.6996;1.506680;-19.09351;3.078451
51.05434;284.7422;1.506432;-19.09244;3.078234
51.06266;284.7862;1.506177;-19.09165;3.077995
51.07100;284.8265;1.505970;-19.09056;3.077770
51.07934;284.8676;1.505750;-19.08986;3.077523
51.08766;284.9080;1.505518;-19.08902;3.077285
51.09600;284.9510;1.505263;-19.08808;3.077060
51.10434;284.9932;1.505008;-19.08703;3.076840
51.11266;285.0343;1.504810;-19.08584;3.076626
51.12100;285.0738;1.504623;-19.08426;3.076438
51.12934;285.1164;1.504379;-19.08319;3.076218
51.13766;285.1588;1.504019;-19.08180;3.076019
51.14600;285.2004;1.503636;-19.07989;3.075855
51.15434;285.2402;1.503320;-19.07870;3.075642
51.16266;285.2808;1.503166;-19.07713;3.075455
51.17100;285.3264;1.503074;-19.07616;3.075230
51.17934;285.3648;1.502908;-19.07500;3.075010
51.18766;285.4060;1.502610;-19.07397;3.074785
51.19600;285.4478;1.502154;-19.07296;3.074559
51.20434;285.4900;1.501798;-19.07241;3.074301
51.21266;285.5334;1.501689;-19.07133;3.074080
51.22100;285.5730;1.501825;-19.07068;3.073824
51.22934;285.6127;1.501990;-19.06979;3.073589
51.23766;285.6586;1.501957;-19.06854;3.073382
51.24600;285.6990;1.501663;-19.06764;3.073144
51.25434;285.7395;1.501305;-19.06664;3.072914
51.26266;285.7815;1.501094;-19.06551;3.072695
51.27100;285.8244;1.501103;-19.06441;3.072473
51.27934;285.8670;1.501194;-19.06333;3.072250
51.28766;285.9061;1.501096;-19.06184;3.072051
51.29600;285.9508;1.500695;-19.06114;3.071804
51.30434;285.9897;1.500142;-19.06015;3.071570
51.31267;286.0316;1.499673;-19.05950;3.071314
51.32100;286.0736;1.499395;-19.05824;3.071105
51.32934;286.1118;1.499331;-19.05691;3.070896
51.33766;286.1568;1.499272;-19.05576;3.070682
51.34600;286.1976;1.499091;-19.05469;3.070456
51.35434;286.2377;1.498709;-19.05356;3.070237
51.36266;286.2797;1.498284;-19.05264;3.070006
51.37100;286.3188;1.497970;-19.05178;3.069765
51.37934;286.3574;1.497875;-19.05080;3.069537
51.38766;286.4008;1.497864;-19.04928;3.069352
51.39600;286.4424;1.497758;-19.04814;3.069136
51.40434;286.4859;1.497531;-19.04798;3.068852
51.41266;286.5282;1.497196;-19.04745;3.068591
51.42100;286.5716;1.496914;-19.04641;3.068367
51.42934;286.6133;1.496749;-19.04512;3.068157
51.43767;286.6508;1.496611;-19.04371;3.067954
51.44600;286.6934;1.496411;-19.04261;3.067734
51.45434;286.7352;1.496156;-19.04160;3.067507
51.46266;286.7757;1.495828;-19.04054;3.067278
51.47100;286.8141;1.495496;-19.03995;3.067015
51.47934;286.8540;1.495221;-19.03842;3.066824
51.48766;286.8959;1.495061;-19.03670;3.066650
51.49600;286.9424;1.494895;-19.03527;3.066460
51.50434;286.9791;1.494664;-19.03359;3.066278
51.51266;287.0215;1.494366;-19.03267;3.066050
51.52100;287.0632;1.494153;-19.03163;3.065826
51.52934;287.1038;1.494062;-19.03027;3.065625
51.53766;287.1476;1.493971;-19.02917;3.065407
51.54600;287.1910;1.493809;-19.02816;3.065181
51.55434;287.2300;1.493572;-19.02662;3.064987
51.56267;287.2695;1.493352;-19.02584;3.064738
51.57100;287.3123;1.493180;-19.02550;3.064461
51.57934;287.3534;1.493134;-19.02488;3.064205
51.58766;287.3956;1.493050;-19.02449;3.063932
51.59600;287.4390;1.492792;-19.02347;3.063705
51.60434;287.4773;1.492358;-19.02246;3.063471
51.61266;287.5185;1.491923;-19.02208;3.063197
51.62100;287.5615;1.491709;-19.02159;3.062932
51.62934;287.6056;1.491716;-19.02086;3.062686
51.63766;287.6447;1.491715;-19.02023;3.062427
51.64600;287.6854;1.491502;-19.01917;3.062200
51.65434;287.7272;1.491070;-19.01792;3.061986
51.66266;287.7659;1.490581;-19.01711;3.061740
51.67100;287.8078;1.490295;-19.01643;3.061490
51.67934;287.8477;1.490240;-19.01592;3.061226
51.68767;287.8904;1.490234;-19.01526;3.060976
51.69600;287.9334;1.490139;-19.01387;3.060775
51.70434;287.9748;1.489805;-19.01264;3.060561
51.71266;288.0119;1.489362;-19.01136;3.060350
51.72100;288.0564;1.489046;-19.01063;3.060108
51.72934;288.0983;1.488900;-19.01008;3.059848
51.73766;288.1418;1.488837;-19.00945;3.059595
51.74600;288.1844;1.488694;-19.00839;3.059366
51.75434;288.2272;1.488385;-19.00725;3.059144
51.76266;288.2631;1.488052;-19.00607;3.058916
51.77100;288.3064;1.487874;-19.00494;3.058697
51.77934;288.3490;1.487789;-19.00380;3.058476
51.78766;288.3888;1.487752;-19.00241;3.058271
51.79600;288.4298;1.487589;-19.00127;3.058047
51.80434;288.4709;1.487301;-18.99992;3.057840
51.81267;288.5118;1.486967;-18.99829;3.057654
51.82100;288.5517;1.486634;-18.99667;3.057467
51.82934;288.5929;1.486371;-18.99533;3.057266
51.83766;288.6376;1.486141;-18.99389;3.057074
51.84600;288.6787;1.485869;-18.99227;3.056887
51.85434;288.7203;1.485630;-18.99145;3.056642
51.86266;288.7603;1.485469;-18.99052;3.056406
51.87100;288.8046;1.485309;-18.98956;3.056176
51.87934;288.8480;1.485178;-18.98825;3.055966
51.88766;288.8882;1.485000;-18.98646;3.055786
51.89600;288.9246;1.484813;-18.98516;3.055572
51.90434;288.9722;1.484700;-18.98367;3.055378
51.91266;289.0183;1.484648;-18.98234;3.055166
51.92100;289.0606;1.484603;-18.98106;3.054948
51.92934;289.0980;1.484434;-18.97952;3.054746
51.93767;289.1355;1.484064;-18.97799;3.054544
51.94600;289.1756;1.483571;-18.97693;3.054314
51.95434;289.2180;1.483231;-18.97581;3.054092
51.96266;289.2594;1.483067;-18.97531;3.053826
51.97100;289.3025;1.483005;-18.97513;3.053540
51.97934;289.3428;1.482904;-18.97456;3.053273
51.98766;289.3846;1.482698;-18.97385;3.053020
51.99600;289.4258;1.482385;-18.97287;3.052790
52.00434;289.4674;1.482059;-18.97237;3.052530
52.01266;289.5037;1.481839;-18.97166;3.052277
52.02100;289.5459;1.481701;-18.97088;3.052035
52.02934;289.5898;1.481566;-18.96978;3.051815
52.03766;289.6294;1.481334;-18.96859;3.051595
52.04600;289.6732;1.480999;-18.96695;3.051412
52.05434;289.7137;1.480593;-18.96548;3.051213
52.06267;289.7560;1.480225;-18.96377;3.051034
52.07100;289.7947;1.479938;-18.96243;3.050826
52.07934;289.8402;1.479823;-18.96122;3.050615
52.08766;289.8830;1.479862;-18.95965;3.050422
52.09600;289.9245;1.479932;-18.95849;3.050197
52.10434;289.9630;1.479849;-18.95695;3.049996
52.11266;290.0068;1.479586;-18.95586;3.049770
52.12100;290.0456;1.479125;-18.95494;3.049526
52.12934;290.0869;1.478564;-18.95377;3.049306
52.13766;290.1252;1.478139;-18.95251;3.049089
52.14600;290.1675;1.477903;-18.95135;3.048870
52.15434;290.2092;1.477783;-18.95011;3.048656
52.16266;290.2514;1.477585;-18.94909;3.048426
52.17100;290.2908;1.477234;-18.94822;3.048187
52.17934;290.3362;1.476816;-18.94726;3.047958
52.18767;290.3740;1.476538;-18.94654;3.047703
52.19600;290.4172;1.476460;-18.94550;3.047478
52.20434;290.4584;1.476514;-18.94406;3.047278
52.21266;290.4986;1.476604;-18.94331;3.047026
52.22100;290.5411;1.476539;-18.94240;3.046787
52.22934;290.5833;1.476231;-18.94181;3.046524
52.23766;290.6242;1.475742;-18.94125;3.046259
52.24600;290.6640;1.475315;-18.93994;3.046045
52.25434;290.7094;1.475059;-18.93884;3.045822
52.26266;290.7457;1.475004;-18.93731;3.045621
52.27100;290.7914;1.474930;-18.93575;3.045431
52.27934;290.8282;1.474690;-18.93410;3.045240
52.28766;290.8696;1.474358;-18.93304;3.045013
52.29600;290.9141;1.474093;-18.93159;3.044815
52.30434;290.9527;1.473979;-18.92981;3.044633
52.31267;290.9998;1.474015;-18.92793;3.044470
52.32100;291.0366;1.474063;-18.92576;3.044312
52.32934;291.0770;1.473889;-18.92482;3.044074
52.33766;291.1220;1.473459;-18.92333;3.043880
52.34600;291.1602;1.472942;-18.92196;3.043667
52.35434;291.2040;1.472630;-18.92078;3.043452
52.36266;291.2430;1.472627;-18.91957;3.043228
52.37100;291.2853;1.472739;-18.91820;3.043022
52.37934;291.3303;1.472634;-18.91661;3.042831
52.38766;291.3721;1.472248;-18.91536;3.042612
52.39600;291.4098;1.471760;-18.91442;3.042368
52.40434;291.4484;1.471416;-18.91373;3.042112
52.41266;291.4902;1.471304;-18.91205;3.041926
52.42100;291.5343;1.471343;-18.91059;3.041728
52.42934;291.5740;1.471191;-18.90934;3.041512
52.43768;291.6174;1.470752;-18.90784;3.041315
52.44600;291.6588;1.470218;-18.90637;3.041113
52.45434;291.7013;1.469904;-18.90464;3.040930
52.46266;291.7437;1.469886;-18.90352;3.040704
52.47100;291.7814;1.469928;-18.90205;3.040500
52.47934;291.8250;1.469749;-18.90098;3.040274
52.48766;291.8640;1.469282;-18.89951;3.040070
52.49600;291.9064;1.468758;-18.89807;3.039866
52.50434;291.9490;1.468386;-18.89674;3.039654
52.51266;291.9851;1.468303;-18.89516;3.039454
52.52100;292.0316;1.468347;-18.89392;3.039244
52.52934;292.0742;1.468237;-18.89272;3.039023
52.53766;292.1162;1.467805;-18.89163;3.038794
52.54600;292.1549;1.467271;-18.89038;3.038574
52.55434;292.1994;1.466927;-18.88907;3.038364
52.56268;292.2406;1.466848;-18.88706;3.038198
52.57100;292.2809;1.466871;-18.88572;3.037983
52.57934;292.3211;1.466736;-18.88488;3.037733
52.58766;292.3627;1.466339;-18.88409;3.037483
52.59600;292.4023;1.465863;-18.88346;3.037219
52.60434;292.4441;1.465484;-18.88228;3.036994
52.61266;292.4894;1.465226;-18.88109;3.036778
52.62100;292.5304;1.465058;-18.88000;3.036548
52.62934;292.5719;1.464820;-18.87878;3.036326
52.63766;292.6098;1.464482;-18.87802;3.036068
52.64600;292.6529;1.464122;-18.87719;3.035825
52.65434;292.6992;1.463866;-18.87602;3.035606
52.66266;292.7395;1.463743;-18.87461;3.035394
52.67100;292.7809;1.463699;-18.87303;3.035196
52.67934;292.8211;1.463539;-18.87149;3.034992
52.68768;292.8606;1.463213;-18.87076;3.034732
52.69600;292.9022;1.462820;-18.86977;3.034494
52.70434;292.9485;1.462420;-18.86894;3.034250
52.71266;292.9878;1.462160;-18.86745;3.034044
52.72100;293.0275;1.462039;-18.86553;3.033868
52.72934;293.0688;1.461929;-18.86425;3.033650
52.73766;293.1111;1.461739;-18.86289;3.033440
52.74600;293.1515;1.461461;-18.86149;3.033232
52.75434;293.1924;1.461149;-18.86027;3.033012
52.76266;293.2320;1.460975;-18.85880;3.032810
52.77100;293.2732;1.460977;-18.85726;3.032612
52.77934;293.3192;1.461002;-18.85624;3.032382
52.78766;293.3564;1.460982;-18.85464;3.032185
52.79600;293.4000;1.460739;-18.85350;3.031964
52.80434;293.4387;1.460326;-18.85200;3.031762
52.81268;293.4833;1.459957;-18.85064;3.031555
52.82100;293.5247;1.459750;-18.84941;3.031334
52.82934;293.5605;1.459665;-18.84804;3.031120
52.83766;293.6030;1.459540;-18.84686;3.030900
52.84600;293.6460;1.459213;-18.84534;3.030702
52.85434;293.6880;1.458754;-18.84398;3.030491
52.86266;293.7288;1.458449;-18.84236;3.030299
52.87100;293.7740;1.458327;-18.84134;3.030068
52.87934;293.8128;1.458349;-18.83994;3.029855
52.88766;293.8568;1.458339;-18.83953;3.029578
52.89600;293.8974;1.458212;-18.83824;3.029358
52.90434;293.9390;1.458017;-18.83682;3.029150
52.91266;293.9821;1.457849;-18.83573;3.028918
52.92100;294.0217;1.457768;-18.83441;3.028695
52.92934;294.0635;1.457678;-18.83344;3.028452
52.93768;294.1109;1.457501;-18.83164;3.028272
52.94600;294.1474;1.457150;-18.82987;3.028078
52.95434;294.1906;1.456776;-18.82830;3.027880
52.96266;294.2322;1.456511;-18.82686;3.027669
52.97100;294.2756;1.456320;-18.82520;3.027476
52.97934;294.3126;1.456079;-18.82400;3.027246
52.98766;294.3556;1.455682;-18.82262;3.027036
52.99600;294.3985;1.455220;-18.82118;3.026828
53.00434;294.4400;1.454892;-18.81946;3.026637
53.01266;294.4812;1.454828;-18.81801;3.026428
53.02100;294.5230;1.454871;-18.81687;3.026200
53.02934;294.5636;1.454829;-18.81536;3.025997
53.03766;294.6062;1.454653;-18.81396;3.025786
53.04600;294.6434;1.454378;-18.81252;3.025576
53.05434;294.6895;1.454144;-18.81078;3.025396
53.06268;294.7318;1.454042;-18.80890;3.025218
53.07100;294.7720;1.454004;-18.80764;3.024992
53.07934;294.8084;1.453888;-18.80623;3.024779
53.08766;294.8562;1.453524;-18.80538;3.024538
53.09600;294.8954;1.452984;-18.80431;3.024300
53.10434;294.9317;1.452486;-18.80344;3.024050
53.11266;294.9734;1.452223;-18.80308;3.023770
53.12100;295.0165;1.452090;-18.80236;3.023516
53.12934;295.0633;1.451993;-18.80176;3.023254
53.13766;295.0980;1.451849;-18.80117;3.022980
53.14600;295.1410;1.451631;-18.80050;3.022724
53.15434;295.1812;1.451392;-18.79959;3.022481
53.16266;295.2224;1.451177;-18.79859;3.022246
53.17100;295.2641;1.451001;-18.79761;3.022009
53.17934;295.3083;1.450809;-18.79637;3.021796
53.18768;295.3476;1.450585;-18.79502;3.021580
53.19600;295.3898;1.450308;-18.79331;3.021394
53.20434;295.4340;1.450051;-18.79152;3.021215
53.21266;295.4722;1.449820;-18.79001;3.021015
53.22100;295.5135;1.449542;-18.78872;3.020800
53.22934;295.5603;1.449194;-18.78755;3.020584
53.23766;295.5981;1.448812;-18.78627;3.020361
53.24600;295.6367;1.448458;-18.78491;3.020150
53.25434;295.6800;1.448250;-18.78326;3.019964
53.26266;295.7210;1.448140;-18.78180;3.019763
53.27100;295.7625;1.448052;-18.78065;3.019541
53.27934;295.8000;1.447821;-18.77938;3.019324
53.28766;295.8430;1.447434;-18.77876;3.019070
53.29600;295.8846;1.447011;-18.77762;3.018848
53.30434;295.9265;1.446684;-18.77643;3.018630
53.31268;295.9680;1.446492;-18.77562;3.018388
53.32100;296.0050;1.446370;-18.77463;3.018153
53.32934;296.0478;1.446184;-18.77392;3.017905
53.33766;296.0908;1.445929;-18.77281;3.017684
53.34600;296.1342;1.445730;-18.77198;3.017441
53.35434;296.1734;1.445594;-18.77114;3.017197
53.36266;296.2178;1.445506;-18.77021;3.016961
53.37100;296.2565;1.445374;-18.76866;3.016762
53.37934;296.2983;1.445097;-18.76770;3.016526
53.38766;296.3437;1.444777;-18.76675;3.016292
53.39600;296.3825;1.444519;-18.76542;3.016075
53.40434;296.4250;1.444353;-18.76390;3.015878
53.41266;296.4665;1.444240;-18.76263;3.015659
53.42100;296.5096;1.444070;-18.76191;3.015403
53.42934;296.5516;1.443786;-18.76088;3.015170
53.43768;296.5881;1.443495;-18.75974;3.014936
53.44600;296.6305;1.443297;-18.75886;3.014695
53.45434;296.6722;1.443170;-18.75813;3.014441
53.46266;296.7150;1.443057;-18.75707;3.014212
53.47100;296.7586;1.442870;-18.75613;3.013975
53.47934;296.7995;1.442543;-18.75496;3.013751
53.48766;296.8407;1.442188;-18.75427;3.013491
53.49600;296.8780;1.441949;-18.75306;3.013267
53.50434;296.9218;1.441799;-18.75228;3.013022
53.51266;296.9628;1.441647;-18.75114;3.012798
53.52100;297.0031;1.441314;-18.74979;3.012590
53.52934;297.0476;1.440862;-18.74877;3.012358
53.53766;297.0936;1.440478;-18.74718;3.012167
53.54600;297.1320;1.440297;-18.74528;3.011986
53.55434;297.1746;1.440237;-18.74356;3.011800
53.56268;297.2152;1.440182;-18.74219;3.011590
53.57100;297.2566;1.439969;-18.74057;3.011396
53.57934;297.2961;1.439566;-18.73912;3.011190
53.58766;297.3372;1.439150;-18.73775;3.010978
