t; T; m; Hf; dT
53.59600;297.3776;1.438865;-18.73660;3.010752
53.60434;297.4170;1.438739;-18.73568;3.010506
53.61266;297.4611;1.438636;-18.73455;3.010285
53.62100;297.5024;1.438460;-18.73386;3.010032
53.62934;297.5441;1.438170;-18.73328;3.009770
53.63766;297.5869;1.437868;-18.73262;3.009515
53.64600;297.6263;1.437639;-18.73151;3.009286
53.65434;297.6663;1.437536;-18.73099;3.009020
53.66266;297.7073;1.437453;-18.73035;3.008761
53.67100;297.7498;1.437254;-18.72994;3.008487
53.67934;297.7944;1.436949;-18.72922;3.008235
53.68768;297.8356;1.436658;-18.72771;3.008031
53.69600;297.8774;1.436506;-18.72672;3.007793
53.70434;297.9184;1.436435;-18.72578;3.007551
53.71266;297.9626;1.436279;-18.72529;3.007280
53.72100;298.0020;1.435932;-18.72439;3.007033
53.72934;298.0418;1.435540;-18.72350;3.006786
53.73766;298.0785;1.435239;-18.72223;3.006565
53.74600;298.1246;1.435079;-18.72127;3.006330
53.75434;298.1709;1.434936;-18.71972;3.006133
53.76266;298.2090;1.434704;-18.71851;3.005906
53.77100;298.2528;1.434394;-18.71803;3.005635
53.77934;298.2904;1.434079;-18.71732;3.005374
53.78766;298.3322;1.433823;-18.71688;3.005100
53.79600;298.3752;1.433667;-18.71604;3.004854
53.80434;298.4133;1.433502;-18.71547;3.004586
53.81268;298.4532;1.433272;-18.71551;3.004278
53.82100;298.4958;1.432969;-18.71550;3.003971
53.82934;298.5361;1.432654;-18.71477;3.003716
53.83766;298.5794;1.432404;-18.71421;3.003456
53.84600;298.6198;1.432119;-18.71346;3.003203
53.85434;298.6615;1.431718;-18.71260;3.002960
53.86266;298.7073;1.431204;-18.71166;3.002726
53.87100;298.7448;1.430718;-18.71062;3.002487
53.87934;298.7874;1.430439;-18.71015;3.002216
53.88766;298.8315;1.430403;-18.70939;3.001966
53.89600;298.8698;1.430383;-18.70812;3.001741
53.90434;298.9124;1.430181;-18.70665;3.001538
53.91266;298.9537;1.429831;-18.70615;3.001262
53.92100;298.9985;1.429520;-18.70576;3.000982
53.92934;299.0368;1.429382;-18.70534;3.000698
53.93768;299.0781;1.429376;-18.70460;3.000441
53.94600;299.1226;1.429358;-18.70383;3.000190
53.95434;299.1615;1.429129;-18.70306;2.999932
53.96266;299.2024;1.428679;-18.70187;2.999705
53.97100;299.2420;1.428214;-18.70145;2.999428
53.97934;299.2844;1.427859;-18.70107;2.999150
53.98766;299.3269;1.427627;-18.70078;2.998864
53.99600;299.3722;1.427468;-18.69980;2.998627
54.00434;299.4126;1.427245;-18.69904;2.998370
54.01266;299.4555;1.426958;-18.69826;2.998118
54.02100;299.4927;1.426706;-18.69770;2.997842
54.02934;299.5353;1.426495;-18.69727;2.997566
54.03766;299.5756;1.426364;-18.69638;2.997320
54.04600;299.6190;1.426222;-18.69614;2.997032
54.05434;299.6562;1.426027;-18.69524;2.996780
54.06268;299.7038;1.425776;-18.69446;2.996533
54.07100;299.7460;1.425496;-18.69397;2.996256
54.07934;299.7838;1.425227;-18.69391;2.995948
54.08766;299.8272;1.425007;-18.69352;2.995670
54.09600;299.8685;1.424827;-18.69323;2.995383
54.10434;299.9071;1.424602;-18.69278;2.995104
54.11266;299.9511;1.424314;-18.69200;2.994853
54.12100;299.9912;1.423996;-18.69164;2.994568
54.12934;300.0352;1.423746;-18.69112;2.994298
54.13766;300.0823;1.423590;-18.69072;2.994016
54.14600;300.1204;1.423540;-18.69039;2.993722
54.15434;300.1610;1.423482;-18.68930;2.993488
54.16266;300.2030;1.423309;-18.68825;2.993252
54.17100;300.2430;1.423009;-18.68769;2.992979
54.17934;300.2842;1.422701;-18.68693;2.992721
54.18768;300.3270;1.422450;-18.68622;2.992462
54.19600;300.3650;1.422264;-18.68599;2.992163
54.20434;300.4124;1.422075;-18.68532;2.991906
54.21266;300.4554;1.421854;-18.68461;2.991643
54.22100;300.4926;1.421564;-18.68353;2.991406
54.22934;300.5354;1.421254;-18.68281;2.991150
54.23766;300.5765;1.420999;-18.68262;2.990855
54.24600;300.6155;1.420844;-18.68212;2.990579
54.25434;300.6572;1.420706;-18.68135;2.990324
54.26266;300.7013;1.420470;-18.68080;2.990056
54.27100;300.7405;1.420156;-18.68019;2.989786
54.27934;300.7838;1.419866;-18.67956;2.989522
54.28766;300.8218;1.419712;-18.67899;2.989250
54.29600;300.8628;1.419620;-18.67873;2.988965
54.30434;300.9024;1.419521;-18.67872;2.988659
54.31268;300.9432;1.419317;-18.67861;2.988361
54.32100;300.9855;1.419075;-18.67812;2.988092
54.32934;301.0275;1.418822;-18.67769;2.987818
54.33766;301.0672;1.418684;-18.67801;2.987488
54.34600;301.1110;1.418581;-18.67828;2.987166
54.35434;301.1514;1.418459;-18.67825;2.986862
54.36266;301.1963;1.418251;-18.67814;2.986566
54.37100;301.2346;1.417917;-18.67801;2.986264
54.37934;301.2720;1.417567;-18.67742;2.985994
54.38766;301.3169;1.417283;-18.67720;2.985706
54.39600;301.3588;1.417092;-18.67674;2.985428
54.40434;301.3990;1.416932;-18.67660;2.985128
54.41266;301.4388;1.416749;-18.67648;2.984826
54.42100;301.4778;1.416485;-18.67548;2.984587
54.42934;301.5212;1.416258;-18.67484;2.984328
54.43768;301.5636;1.416044;-18.67422;2.984066
54.44600;301.6050;1.415826;-18.67361;2.983803
54.45434;301.6460;1.415570;-18.67359;2.983499
54.46266;301.6900;1.415250;-18.67328;2.983212
54.47100;301.7295;1.414931;-18.67289;2.982928
54.47934;301.7724;1.414626;-18.67254;2.982645
54.48766;301.8126;1.414358;-18.67216;2.982362
54.49600;301.8496;1.414086;-18.67184;2.982071
54.50434;301.8934;1.413794;-18.67155;2.981785
54.51266;301.9359;1.413507;-18.67103;2.981512
54.52100;301.9766;1.413314;-18.67134;2.981181
54.52934;302.0203;1.413187;-18.67187;2.980835
54.53766;302.0580;1.413083;-18.67160;2.980541
54.54600;302.0958;1.412879;-18.67140;2.980247
54.55434;302.1400;1.412518;-18.67110;2.979966
54.56268;302.1763;1.412168;-18.67125;2.979646
54.57100;302.2224;1.411941;-18.67114;2.979356
54.57934;302.2686;1.411836;-18.67072;2.979078
54.58766;302.3074;1.411792;-18.67024;2.978798
54.59600;302.3478;1.411576;-18.66988;2.978513
54.60434;302.3879;1.411209;-18.66913;2.978257
54.61266;302.4290;1.410831;-18.66849;2.977996
54.62100;302.4706;1.410601;-18.66789;2.977730
54.62934;302.5102;1.410557;-18.66712;2.977471
54.63766;302.5554;1.410534;-18.66674;2.977191
54.64600;302.5961;1.410298;-18.66602;2.976927
54.65434;302.6398;1.409852;-18.66556;2.976648
54.66266;302.6776;1.409370;-18.66518;2.976363
54.67100;302.7168;1.409019;-18.66524;2.976050
54.67934;302.7601;1.408878;-18.66591;2.975696
54.68768;302.8027;1.408778;-18.66610;2.975375
54.69600;302.8476;1.408511;-18.66588;2.975081
54.70434;302.8870;1.408052;-18.66568;2.974780
54.71266;302.9275;1.407626;-18.66634;2.974420
54.72100;302.9675;1.407428;-18.66651;2.974096
54.72934;303.0122;1.407440;-18.66638;2.973799
54.73766;303.0545;1.407430;-18.66639;2.973488
54.74600;303.0976;1.407280;-18.66669;2.973154
54.75434;303.1372;1.406904;-18.66619;2.972870
54.76266;303.1734;1.406561;-18.66526;2.972618
54.77100;303.2139;1.406363;-18.66482;2.972339
54.77934;303.2589;1.406347;-18.66506;2.972019
54.78766;303.3010;1.406356;-18.66510;2.971706
54.79600;303.3424;1.406160;-18.66445;2.971441
54.80434;303.3860;1.405736;-18.66385;2.971172
54.81268;303.4238;1.405238;-18.66322;2.970900
54.82100;303.4658;1.404915;-18.66293;2.970613
54.82934;303.5083;1.404760;-18.66239;2.970344
54.83766;303.5474;1.404721;-18.66213;2.970051
54.84600;303.5898;1.404595;-18.66174;2.969769
54.85434;303.6344;1.404329;-18.66136;2.969484
54.86266;303.6747;1.403998;-18.66057;2.969223
54.87100;303.7171;1.403679;-18.65974;2.968970
54.87934;303.7580;1.403421;-18.65917;2.968695
54.88766;303.8010;1.403185;-18.65902;2.968397
54.89600;303.8396;1.402904;-18.65882;2.968094
54.90434;303.8806;1.402502;-18.65808;2.967834
54.91266;303.9206;1.402070;-18.65768;2.967549
54.92100;303.9684;1.401692;-18.65730;2.967270
54.92934;304.0088;1.401384;-18.65678;2.966988
54.93768;304.0494;1.401087;-18.65604;2.966725
54.94600;304.0899;1.400727;-18.65553;2.966448
54.95434;304.1303;1.400329;-18.65542;2.966143
54.96266;304.1714;1.399963;-18.65512;2.965852
54.97100;304.2160;1.399760;-18.65520;2.965540
54.97934;304.2595;1.399705;-18.65504;2.965238
54.98766;304.3025;1.399683;-18.65506;2.964922
54.99600;304.3425;1.399516;-18.65442;2.964645
55.00434;304.3860;1.399182;-18.65396;2.964364
55.01266;304.4234;1.398774;-18.65337;2.964087
55.02100;304.4658;1.398475;-18.65311;2.963794
55.02934;304.5056;1.398403;-18.65269;2.963507
55.03766;304.5492;1.398412;-18.65205;2.963238
55.04600;304.5891;1.398309;-18.65191;2.962934
55.05434;304.6314;1.397941;-18.65159;2.962641
55.06268;304.6708;1.397434;-18.65146;2.962338
55.07100;304.7154;1.397006;-18.65143;2.962034
55.07934;304.7565;1.396863;-18.65132;2.961730
55.08766;304.8004;1.396947;-18.65110;2.961435
55.09600;304.8355;1.396993;-18.65082;2.961137
55.10434;304.8775;1.396789;-18.65101;2.960814
55.11266;304.9198;1.396352;-18.65090;2.960512
55.12100;304.9598;1.395916;-18.65069;2.960216
55.12934;305.0031;1.395705;-18.65054;2.959916
55.13766;305.0398;1.395693;-18.64993;2.959645
55.14600;305.0844;1.395663;-18.64936;2.959377
55.15434;305.1219;1.395405;-18.64861;2.959116
55.16266;305.1634;1.394878;-18.64827;2.958835
55.17100;305.2055;1.394308;-18.64873;2.958499
55.17934;305.2476;1.393942;-18.64877;2.958189
55.18768;305.2874;1.393888;-18.64862;2.957888
55.19600;305.3310;1.393892;-18.64884;2.957566
55.20434;305.3747;1.393733;-18.64901;2.957245
55.21266;305.4160;1.393394;-18.64857;2.956964
55.22100;305.4565;1.393008;-18.64784;2.956700
55.22934;305.4985;1.392765;-18.64726;2.956428
55.23766;305.5443;1.392680;-18.64704;2.956131
55.24600;305.5844;1.392631;-18.64647;2.955850
55.25434;305.6280;1.392386;-18.64572;2.955586
55.26266;305.6684;1.391991;-18.64528;2.955296
55.27100;305.7080;1.391516;-18.64442;2.955036
55.27934;305.7522;1.391129;-18.64383;2.954760
55.28766;305.7950;1.390863;-18.64370;2.954454
55.29600;305.8341;1.390607;-18.64360;2.954141
55.30434;305.8760;1.390351;-18.64406;2.953793
55.31268;305.9156;1.390102;-18.64438;2.953453
55.32100;305.9625;1.389909;-18.64481;2.953113
55.32934;306.0022;1.389768;-18.64506;2.952778
55.33766;306.0385;1.389680;-18.64483;2.952474
55.34600;306.0815;1.389513;-18.64464;2.952180
55.35434;306.1213;1.389230;-18.64441;2.951882
55.36266;306.1618;1.388910;-18.64442;2.951568
55.37100;306.2039;1.388698;-18.64420;2.951276
55.37934;306.2446;1.388637;-18.64411;2.950972
55.38766;306.2873;1.388590;-18.64382;2.950684
55.39600;306.3266;1.388384;-18.64385;2.950369
55.40434;306.3702;1.387979;-18.64370;2.950074
55.41266;306.4090;1.387520;-18.64341;2.949783
55.42100;306.4503;1.387167;-18.64322;2.949487
55.42934;306.4941;1.386961;-18.64313;2.949184
55.43768;306.5354;1.386819;-18.64327;2.948861
55.44600;306.5770;1.386629;-18.64328;2.948549
55.45434;306.6196;1.386310;-18.64262;2.948280
55.46266;306.6580;1.385887;-18.64232;2.947985
55.47100;306.6993;1.385483;-18.64252;2.947658
55.47934;306.7391;1.385230;-18.64191;2.947388
55.48766;306.7792;1.385165;-18.64177;2.947086
55.49600;306.8192;1.385139;-18.64226;2.946740
55.50434;306.8596;1.384935;-18.64246;2.946416
55.51266;306.9002;1.384563;-18.64274;2.946088
55.52100;306.9434;1.384138;-18.64283;2.945776
55.52934;306.9860;1.383820;-18.64276;2.945474
55.53766;307.0273;1.383605;-18.64296;2.945151
55.54600;307.0695;1.383317;-18.64261;2.944867
55.55434;307.1096;1.382907;-18.64190;2.944604
55.56268;307.1520;1.382426;-18.64193;2.944291
55.57100;307.1915;1.382043;-18.64168;2.943993
55.57934;307.2330;1.381872;-18.64110;2.943722
55.58766;307.2726;1.381875;-18.64081;2.943427
55.59600;307.3145;1.381865;-18.64020;2.943156
55.60434;307.3548;1.381671;-18.63956;2.942885
55.61266;307.4005;1.381247;-18.63908;2.942610
55.62100;307.4430;1.380792;-18.63907;2.942300
55.62934;307.4815;1.380536;-18.63894;2.941990
55.63766;307.5218;1.380476;-18.63887;2.941682
55.64600;307.5614;1.380366;-18.63823;2.941413
55.65434;307.6013;1.379956;-18.63763;2.941144
55.66266;307.6440;1.379296;-18.63700;2.940877
55.67100;307.6830;1.378719;-18.63625;2.940615
55.67934;307.7260;1.378417;-18.63610;2.940317
55.68768;307.7640;1.378406;-18.63580;2.940023
55.69600;307.8094;1.378487;-18.63514;2.939763
55.70434;307.8486;1.378409;-18.63473;2.939481
55.71266;307.8913;1.378124;-18.63417;2.939213
55.72100;307.9328;1.377702;-18.63312;2.938974
55.72934;307.9717;1.377354;-18.63286;2.938678
55.73766;308.0129;1.377134;-18.63246;2.938394
55.74600;308.0556;1.377034;-18.63232;2.938093
55.75434;308.0964;1.376864;-18.63236;2.937776
55.76266;308.1394;1.376539;-18.63208;2.937484
55.77100;308.1834;1.376145;-18.63204;2.937174
55.77934;308.2211;1.375835;-18.63187;2.936866
55.78766;308.2622;1.375654;-18.63142;2.936582
55.79600;308.3019;1.375588;-18.63131;2.936276
55.80434;308.3484;1.375493;-18.63158;2.935950
55.81268;308.3885;1.375296;-18.63128;2.935652
55.82100;308.4326;1.375149;-18.63102;2.935354
55.82934;308.4724;1.375020;-18.63034;2.935082
55.83766;308.5117;1.374860;-18.62949;2.934823
55.84600;308.5532;1.374684;-18.62877;2.934557
55.85434;308.5950;1.374471;-18.62781;2.934310
55.86266;308.6381;1.374225;-18.62739;2.934026
55.87100;308.6772;1.373962;-18.62689;2.933742
55.87934;308.7194;1.373622;-18.62644;2.933456
55.88766;308.7642;1.373356;-18.62586;2.933185
55.89600;308.8016;1.373254;-18.62530;2.932903
55.90434;308.8432;1.373149;-18.62486;2.932622
55.91266;308.8855;1.372896;-18.62452;2.932333
55.92100;308.9289;1.372541;-18.62409;2.932048
55.92934;308.9701;1.372215;-18.62387;2.931747
55.93768;309.0090;1.371989;-18.62360;2.931446
55.94600;309.0508;1.371784;-18.62346;2.931143
55.95434;309.0906;1.371589;-18.62308;2.930852
55.96266;309.1345;1.371464;-18.62245;2.930582
55.97100;309.1680;1.371337;-18.62164;2.930318
55.97934;309.2091;1.371052;-18.62080;2.930070
55.98766;309.2540;1.370600;-18.62008;2.929812
55.99600;309.2956;1.370156;-18.61945;2.929544
56.00434;309.3378;1.369786;-18.61901;2.929264
56.01266;309.3780;1.369449;-18.61838;2.928995
56.02100;309.4200;1.369147;-18.61780;2.928726
56.02934;309.4642;1.368944;-18.61704;2.928469
56.03766;309.5044;1.368779;-18.61633;2.928200
56.04600;309.5432;1.368564;-18.61599;2.927909
56.05434;309.5849;1.368346;-18.61548;2.927630
56.06268;309.6266;1.368198;-18.61499;2.927345
56.07100;309.6688;1.368102;-18.61455;2.927060
56.07934;309.7132;1.367949;-18.61408;2.926778
56.08766;309.7576;1.367675;-18.61368;2.926489
56.09600;309.7992;1.367346;-18.61297;2.926216
56.10434;309.8367;1.367036;-18.61246;2.925928
56.11266;309.8791;1.366792;-18.61202;2.925642
56.12100;309.9164;1.366561;-18.61119;2.925380
56.12934;309.9570;1.366340;-18.60995;2.925150
56.13766;310.0022;1.366097;-18.61006;2.924828
56.14600;310.0400;1.365840;-18.60974;2.924530
56.15434;310.0836;1.365633;-18.60935;2.924244
56.16266;310.1229;1.365509;-18.60884;2.923963
56.17100;310.1672;1.365419;-18.60863;2.923670
56.17934;310.2078;1.365223;-18.60869;2.923352
56.18768;310.2474;1.364913;-18.60829;2.923066
56.19600;310.2889;1.364544;-18.60800;2.922773
56.20434;310.3274;1.364259;-18.60778;2.922474
56.21266;310.3698;1.364074;-18.60762;2.922170
56.22100;310.4120;1.363886;-18.60675;2.921918
56.22934;310.4521;1.363636;-18.60648;2.921622
56.23766;310.4930;1.363378;-18.60649;2.921308
56.24600;310.5332;1.363213;-18.60630;2.921008
56.25434;310.5789;1.363193;-18.60593;2.920723
56.26266;310.6213;1.363265;-18.60553;2.920439
56.27100;310.6613;1.363186;-18.60498;2.920158
56.27934;310.7013;1.362792;-18.60405;2.919906
56.28766;310.7422;1.362156;-18.60344;2.919631
56.29600;310.7809;1.361526;-18.60330;2.919324
56.30434;310.8236;1.361072;-18.60304;2.919028
56.31268;310.8646;1.360844;-18.60238;2.918760
56.32100;310.9050;1.360658;-18.60168;2.918491
56.32934;310.9468;1.360344;-18.60143;2.918195
56.33766;310.9912;1.359914;-18.60070;2.917934
56.34600;311.0358;1.359513;-18.59983;2.917681
56.35434;311.0724;1.359332;-18.59922;2.917401
56.36266;311.1154;1.359300;-18.59922;2.917088
56.37100;311.1597;1.359230;-18.59874;2.916806
56.37934;311.2000;1.358974;-18.59850;2.916500
56.38766;311.2394;1.358535;-18.59836;2.916190
56.39600;311.2774;1.358016;-18.59835;2.915870
56.40434;311.3190;1.357636;-18.59774;2.915597
56.41266;311.3616;1.357492;-18.59738;2.915305
56.42100;311.4053;1.357549;-18.59769;2.914970
56.42934;311.4505;1.357623;-18.59772;2.914656
56.43768;311.4915;1.357516;-18.59746;2.914353
56.44600;311.5345;1.357251;-18.59694;2.914070
56.45434;311.5747;1.357019;-18.59634;2.913791
56.46266;311.6139;1.356843;-18.59563;2.913521
56.47100;311.6539;1.356681;-18.59500;2.913245
56.47934;311.6955;1.356480;-18.59441;2.912966
56.48766;311.7356;1.356205;-18.59406;2.912669
56.49600;311.7802;1.355769;-18.59344;2.912396
56.50434;311.8215;1.355176;-18.59283;2.912118
56.51266;311.8630;1.354583;-18.59216;2.911847
56.52100;311.9050;1.354180;-18.59170;2.911562
56.52934;311.9468;1.354062;-18.59175;2.911245
56.53766;311.9866;1.354070;-18.59165;2.910935
56.54600;312.0286;1.354056;-18.59162;2.910620
56.55434;312.0732;1.353866;-18.59144;2.910318
56.56268;312.1167;1.353492;-18.59110;2.910020
56.57100;312.1532;1.353049;-18.59095;2.909702
56.57934;312.1980;1.352790;-18.59102;2.909382
56.58766;312.2359;1.352722;-18.59068;2.909082
56.59600;312.2784;1.352687;-18.59070;2.908765
56.60434;312.3235;1.352478;-18.59071;2.908450
56.61266;312.3630;1.352020;-18.59008;2.908170
56.62100;312.4041;1.351472;-18.59013;2.907846
56.62934;312.4444;1.351104;-18.58997;2.907537
56.63766;312.4831;1.351058;-18.58957;2.907244
56.64600;312.5274;1.351174;-18.58963;2.906931
56.65434;312.5692;1.351143;-18.58929;2.906639
56.66266;312.6099;1.350760;-18.58878;2.906353
56.67100;312.6524;1.350128;-18.58856;2.906054
56.67934;312.6916;1.349542;-18.58824;2.905753
56.68768;312.7312;1.349273;-18.58778;2.905470
56.69600;312.7714;1.349269;-18.58764;2.905167
56.70434;312.8120;1.349285;-18.58714;2.904889
56.71266;312.8580;1.349075;-18.58654;2.904619
56.72100;312.8950;1.348642;-18.58644;2.904306
56.72934;312.9388;1.348179;-18.58586;2.904033
56.73766;312.9787;1.347914;-18.58561;2.903732
56.74600;313.0168;1.347817;-18.58561;2.903418
56.75434;313.0594;1.347745;-18.58574;2.903098
56.76266;313.1037;1.347497;-18.58587;2.902780
56.77100;313.1438;1.347011;-18.58605;2.902449
56.77934;313.1834;1.346558;-18.58628;2.902115
56.78766;313.2265;1.346386;-18.58665;2.901775
56.79600;313.2668;1.346436;-18.58696;2.901438
56.80434;313.3032;1.346415;-18.58669;2.901137
56.81268;313.3508;1.346139;-18.58695;2.900812
56.82100;313.3927;1.345637;-18.58687;2.900501
56.82934;313.4356;1.345148;-18.58636;2.900216
56.83766;313.4770;1.344874;-18.58566;2.899945
56.84600;313.5175;1.344842;-18.58512;2.899662
56.85434;313.5628;1.344864;-18.58470;2.899375
56.86266;313.6050;1.344590;-18.58362;2.899125
56.87100;313.6448;1.343982;-18.58301;2.898842
56.87934;313.6832;1.343368;-18.58256;2.898549
56.88766;313.7301;1.343135;-18.58238;2.898242
56.89600;313.7698;1.343270;-18.58212;2.897934
56.90434;313.8101;1.343446;-18.58181;2.897630
56.91266;313.8496;1.343375;-18.58160;2.897325
56.92100;313.8906;1.342986;-18.58096;2.897050
56.92934;313.9340;1.342505;-18.58027;2.896780
56.93768;313.9740;1.342128;-18.57994;2.896482
56.94600;314.0136;1.341953;-18.58010;2.896156
56.95434;314.0566;1.341778;-18.58006;2.895846
56.96266;314.0999;1.341398;-18.57984;2.895544
56.97100;314.1404;1.340828;-18.57955;2.895246
56.97934;314.1834;1.340410;-18.57889;2.894975
56.98766;314.2262;1.340331;-18.57888;2.894660
56.99600;314.2620;1.340431;-18.57854;2.894358
57.00434;314.3036;1.340453;-18.57870;2.894031
57.01266;314.3481;1.340181;-18.57890;2.893701
57.02100;314.3870;1.339734;-18.57832;2.893421
57.02934;314.4293;1.339391;-18.57798;2.893127
57.03766;314.4716;1.339299;-18.57762;2.892832
57.04600;314.5130;1.339312;-18.57722;2.892541
57.05434;314.5547;1.339197;-18.57695;2.892242
57.06268;314.5896;1.338736;-18.57696;2.891920
57.07100;314.6356;1.338050;-18.57688;2.891617
57.07934;314.6768;1.337499;-18.57746;2.891260
57.08766;314.7174;1.337261;-18.57816;2.890892
57.09600;314.7631;1.337244;-18.57892;2.890528
57.10434;314.8034;1.337182;-18.57957;2.890160
57.11266;314.8404;1.336904;-18.57994;2.889812
57.12100;314.8814;1.336435;-18.58000;2.889493
57.12934;314.9235;1.336015;-18.57994;2.889182
57.13766;314.9651;1.335842;-18.58011;2.888856
57.14600;315.0054;1.335889;-18.58028;2.888525
57.15434;315.0496;1.335953;-18.58015;2.888218
57.16266;315.0870;1.335786;-18.57972;2.887926
57.17100;315.1282;1.335368;-18.57892;2.887664
57.17934;315.1732;1.334881;-18.57835;2.887392
57.18768;315.2128;1.334585;-18.57803;2.887098
57.19600;315.2542;1.334511;-18.57776;2.886800
57.20434;315.2960;1.334494;-18.57776;2.886483
57.21266;315.3379;1.334266;-18.57808;2.886145
57.22100;315.3806;1.333768;-18.57827;2.885816
57.22934;315.4174;1.333187;-18.57834;2.885490
57.23766;315.4604;1.332750;-18.57852;2.885168
57.24600;315.5032;1.332587;-18.57844;2.884861
57.25434;315.5441;1.332534;-18.57866;2.884531
57.26266;315.5859;1.332442;-18.57906;2.884190
57.27100;315.6262;1.332229;-18.57932;2.883860
