t; T; m; Hf; dT; uV; Purge
0.7126668;35.93687;6.646254;25.62368;0.04188285;0.2906148;99.98770
0.7210000;35.95369;6.646206;25.61173;0.04097924;0.2843634;100.0585
0.7293334;35.97580;6.645714;25.60004;0.04009543;0.2782484;99.99031
0.7376666;35.99748;6.645203;25.58763;0.03915739;0.2717566;99.97793
0.7460000;36.01294;6.645200;25.57514;0.03821242;0.2652162;100.0070
0.7543334;36.03191;6.646051;25.56248;0.03725650;0.2585989;100.0194
0.7626666;36.05855;6.647205;25.54992;0.03630534;0.2520146;99.99549
0.7710000;36.07628;6.647585;25.53763;0.03537578;0.2455787;99.94864
0.7793334;36.09838;6.647341;25.52508;0.03442624;0.2390033;100.0355
0.7876668;36.11584;6.646520;25.51267;0.03348803;0.2325058;100.0037
0.7960000;36.13796;6.646112;25.49970;0.03250754;0.2257136;99.99238
0.8043334;36.16004;6.646368;25.48672;0.03152705;0.2189208;99.98822
0.8126668;36.18608;6.647218;25.47315;0.03050154;0.2118147;99.99200
0.8210000;36.21179;6.648089;25.45968;0.02948368;0.2047609;100.0356
0.8293334;36.23512;6.648022;25.44643;0.02848172;0.1978168;99.99466
0.8376668;36.25672;6.647200;25.43305;0.02746954;0.1908014;99.98956
0.8460000;36.27758;6.646600;25.41924;0.02642696;0.1835732;99.97147
0.8543334;36.30252;6.646452;25.40530;0.02537334;0.1762677;100.0439
0.8626668;36.33010;6.647094;25.39158;0.02433654;0.1690779;99.99374
0.8710000;36.35852;6.647722;25.37752;0.02327350;0.1617054;99.98188
0.8793334;36.38458;6.647690;25.36291;0.02216919;0.1540451;99.98535
0.8876666;36.41040;6.647334;25.34842;0.02107445;0.1464503;100.0034
0.8960000;36.44028;6.646834;25.33424;0.02000206;0.1390097;99.99499
0.9043334;36.46356;6.646636;25.31950;0.01888746;0.1312743;100.0357
0.9126668;36.48813;6.646905;25.30436;0.01774479;0.1233424;99.99087
0.9210000;36.52130;6.647250;25.28898;0.01658348;0.1152799;99.98947
0.9293334;36.54910;6.647430;25.27351;0.01541487;0.1071655;99.98938
0.9376668;36.57961;6.647368;25.25805;0.01424646;0.09905128;99.99966
0.9460000;36.60934;6.647114;25.24181;0.01302072;0.09053710;100.0410
0.9543334;36.63872;6.647078;25.22536;0.01177975;0.08191510;99.94750
0.9626668;36.66750;6.647138;25.20890;0.01053747;0.07328253;100.0188
0.9710000;36.69714;6.647376;25.19225;.009280911;0.06454925;100.0147
0.9793334;36.72391;6.647592;25.17578;.008038681;0.05591394;100.0223
0.9876668;36.75855;6.647537;25.15984;.006834184;0.04753956;99.94950
0.9960000;36.78906;6.647500;25.14353;.005603536;0.03898168;100.0265
1.004333;36.82050;6.647494;25.12690;.004348870;0.03025480;99.97008
1.012667;36.85589;6.647571;25.11020;.003088932;0.02148947;100.0080
1.021000;36.88784;6.647694;25.09318;.001804826;0.01255408;100.0015
1.029333;36.91648;6.647710;25.07603;5.11808E-4;.003554710;100.0154
1.037667;36.95307;6.647739;25.05902;-7.7102E-4;-5.3757E-3;100.0248
1.046000;36.98710;6.647816;25.04204;-2.0520E-3;-.01429503;99.94955
1.054334;37.02346;6.647608;25.02446;-3.3769E-3;-.02352240;100.0151
1.062667;37.05534;6.647600;25.00703;-4.6915E-3;-.03268016;99.98891
1.071000;37.08620;6.647671;24.98879;-6.0657E-3;-.04225432;100.0509
1.079334;37.12406;6.647574;24.97072;-7.4270E-3;-.05174156;99.95416
1.087666;37.15710;6.647476;24.95248;-8.8014E-3;-.06132222;99.98191
1.096000;37.19578;6.647228;24.93452;-.01015432;-.07075495;100.0327
1.104334;37.22522;6.647110;24.91664;-.01150120;-.08014795;100.0087
1.112667;37.25986;6.647042;24.89844;-.01287084;-.08970199;99.96316
1.121000;37.30089;6.646972;24.88045;-.01422617;-.09915861;100.0667
1.129334;37.33261;6.646929;24.86187;-.01562422;-0.1089155;99.94951
1.137667;37.37317;6.647011;24.84386;-.01697977;-0.1183783;100.0651
1.146000;37.41078;6.646914;24.82541;-.01836847;-0.1280746;99.97000
1.154334;37.44684;6.646970;24.80736;-.01972735;-0.1375655;99.97475
1.162667;37.48606;6.647061;24.78860;-.02113836;-0.1474228;99.97100
1.171000;37.52722;6.647018;24.77019;-.02252385;-0.1571047;100.0439
1.179334;37.55754;6.647078;24.75140;-.02393670;-0.1669797;99.94882
1.187667;37.60240;6.647080;24.73253;-.02535540;-0.1768983;100.0419
1.196000;37.64104;6.647082;24.71367;-.02677410;-0.1868202;99.98211
1.204334;37.67610;6.647022;24.69461;-.02820631;-0.1968385;100.0315
1.212666;37.71328;6.647022;24.67628;-.02958507;-0.2064864;100.0138
1.221000;37.74967;6.647068;24.65733;-.03100896;-0.2164516;99.95946
1.229334;37.79118;6.647102;24.63867;-.03241117;-0.2262678;100.0269
1.237667;37.82889;6.646990;24.61924;-.03387017;-0.2364838;99.98031
1.246000;37.86730;6.646932;24.60032;-.03529044;-0.2464319;99.98144
1.254334;37.91134;6.646936;24.58125;-.03672206;-0.2564621;100.0301
1.262667;37.94845;6.646981;24.56230;-.03814516;-0.2664358;99.98426
1.271000;37.99425;6.647051;24.54304;-.03958974;-0.2765621;99.97134
1.279334;38.03226;6.646978;24.52386;-.04102870;-0.2866527;99.98759
1.287666;38.07564;6.646936;24.50488;-.04245234;-0.2966392;100.0521
1.296000;38.11459;6.646869;24.48568;-.04389278;-0.3067459;99.95547
1.304334;38.15903;6.646874;24.46562;-.04539619;-0.3172962;100.0395
1.312666;38.20712;6.646974;24.44591;-.04687470;-0.3276760;100.0180
1.321000;38.24455;6.646889;24.42659;-.04832286;-0.3378468;99.99800
1.329334;38.28542;6.646745;24.40697;-.04979385;-0.3481807;99.95641
1.337666;38.32894;6.646862;24.38746;-.05125544;-0.3584512;100.0153
1.346000;38.37150;6.647138;24.36786;-.05272453;-0.3687779;100.0017
1.354334;38.41687;6.647172;24.34818;-.05419868;-0.3791433;100.0141
1.362666;38.45713;6.646882;24.32888;-.05564380;-0.3893080;100.0081
1.371000;38.50408;6.646697;24.30916;-.05712070;-0.3996987;99.98741
1.379334;38.54485;6.646799;24.28878;-.05864500;-0.4104248;99.99189
1.387666;38.59185;6.647016;24.26965;-.06007739;-0.4205113;100.0074
1.396000;38.63698;6.647241;24.24920;-.06160618;-0.4312746;99.99516
1.404334;38.68605;6.646909;24.22938;-.06308867;-0.4417183;100.0165
1.412666;38.71976;6.646814;24.20954;-.06457269;-0.4521758;100.0043
1.421000;38.76834;6.646512;24.18905;-.06610352;-0.4629646;99.93866
1.429334;38.81251;6.646232;24.16887;-.06761170;-0.4735976;100.0736
1.437666;38.85652;6.646530;24.14884;-.06910796;-0.4841507;99.98306
1.446000;38.90206;6.646980;24.12896;-.07059272;-0.4946264;100.0020
1.454334;38.94649;6.647200;24.10890;-.07209118;-0.5052016;99.99622
1.462666;38.99625;6.647016;24.09002;-.07350138;-0.5151619;99.98961
1.471000;39.03942;6.646568;24.07036;-.07496972;-0.5255331;99.99453
1.479334;39.08900;6.646365;24.05105;-.07641128;-0.5357205;100.0178
1.487666;39.13072;6.646796;24.03152;-.07786828;-0.5460182;99.98134
1.496000;39.18069;6.647040;24.01186;-.07933515;-0.5563894;100.0289
1.504334;39.22811;6.647300;23.99292;-.08074882;-0.5663924;100.0022
1.512666;39.27577;6.647098;23.97348;-.08219866;-0.5766524;100.0014
1.521000;39.31712;6.646710;23.95420;-.08363666;-0.5868320;99.99109
1.529334;39.36411;6.646692;23.93489;-.08507580;-0.5970232;99.98692
1.537666;39.40954;6.646753;23.91592;-.08649016;-0.6070430;99.99830
1.546000;39.45454;6.646940;23.89621;-.08795838;-0.6174438;100.0435
1.554334;39.50408;6.647021;23.87688;-.08939792;-0.6276474;99.93986
1.562666;39.54988;6.646837;23.85747;-.09084320;-0.6378950;100.0122
1.571000;39.59695;6.646762;23.83801;-.09229132;-0.6481646;99.98246
1.579334;39.64872;6.646637;23.81916;-.09369514;-0.6581280;100.0161
1.587666;39.69034;6.646630;23.79972;-.09514082;-0.6683878;100.0210
1.596000;39.74164;6.646821;23.78033;-.09658281;-0.6786251;100.0327
1.604334;39.78641;6.646840;23.76096;-.09802269;-0.6888515;99.97411
1.612666;39.83691;6.646839;23.74159;-.09946290;-0.6990838;99.99397
1.621000;39.88874;6.646750;23.72222;-0.1009028;-0.7093191;99.99722
1.629334;39.92699;6.646601;23.70318;-0.1023171;-0.7193761;99.97559
1.637666;39.97489;6.646697;23.68418;-0.1037289;-0.7294182;100.0146
1.646000;40.03027;6.646887;23.66568;-0.1051034;-0.7392022;100.0196
1.654334;40.07730;6.647126;23.64702;-0.1064890;-0.7490693;99.99931
1.662666;40.12100;6.647509;23.62767;-0.1079251;-0.7592930;99.99875
1.671000;40.17361;6.647391;23.60892;-0.1093162;-0.7692044;100.0744
1.679334;40.22654;6.647147;23.59039;-0.1106913;-0.7790088;99.92664
1.687666;40.27339;6.646296;23.57161;-0.1120844;-0.7889426;100.0093
1.696000;40.32357;6.645602;23.55280;-0.1134792;-0.7988916;99.99128
1.704334;40.37368;6.645925;23.53394;-0.1148768;-0.8088635;99.98562
1.712666;40.42418;6.646282;23.51510;-0.1162737;-0.8188359;99.98158
1.721000;40.47589;6.646630;23.49634;-0.1176640;-0.8287656;100.0186
1.729334;40.52392;6.646594;23.47744;-0.1190636;-0.8387648;100.0211
1.737666;40.57398;6.645468;23.45922;-0.1204134;-0.8484150;100.0122
1.746000;40.62010;6.644968;23.44152;-0.1217247;-0.8577981;99.98876
1.754334;40.66872;6.645458;23.42348;-0.1230602;-0.8673554;100.0035
1.762666;40.72210;6.646024;23.40550;-0.1243911;-0.8768818;99.98084
1.771000;40.77133;6.647466;23.38804;-0.1256834;-0.8861398;100.0032
1.779334;40.81820;6.647792;23.37024;-0.1270001;-0.8955734;100.0001
1.787666;40.86952;6.646982;23.35270;-0.1282973;-0.9048725;100.0167
1.796000;40.92098;6.646682;23.33495;-0.1296092;-0.9142784;99.98648
1.804334;40.96875;6.646150;23.31720;-0.1309212;-0.9236881;100.0111
1.812666;41.01518;6.646416;23.29946;-0.1322310;-0.9330834;100.0285
1.821000;41.06622;6.647674;23.28148;-0.1335588;-0.9426094;99.95216
1.829334;41.11560;6.647720;23.26377;-0.1348663;-0.9519959;99.95626
1.837666;41.16415;6.647240;23.24678;-0.1361208;-0.9610109;100.0383
1.846000;41.21915;6.646491;23.22955;-0.1373924;-0.9701504;100.0204
1.854334;41.26635;6.645782;23.21222;-0.1386714;-0.9793454;99.97884
1.862666;41.31514;6.646381;23.19518;-0.1399280;-0.9883856;99.99034
1.871000;41.36465;6.646890;23.17856;-0.1411531;-0.9972055;100.0035
1.879334;41.41633;6.647030;23.16223;-0.1423578;-1.005884;100.0360
1.887666;41.46608;6.647144;23.14548;-0.1435923;-1.014777;99.95249
1.896000;41.51048;6.646442;23.12884;-0.1448185;-1.023613;100.0459
1.904334;41.56344;6.646078;23.11207;-0.1460535;-1.032516;99.97834
1.912666;41.61277;6.646124;23.09550;-0.1472733;-1.041313;100.0198
1.921000;41.66360;6.646224;23.07832;-0.1485378;-1.050429;99.98137
1.929334;41.72033;6.646782;23.06169;-0.1497616;-1.059263;100.0007
1.937666;41.77140;6.646778;23.04510;-0.1509819;-1.068074;100.0179
1.946000;41.81832;6.646408;23.02908;-0.1521610;-1.076599;99.96720
1.954334;41.86400;6.646252;23.01235;-0.1533901;-1.085477;99.98234
1.962666;41.91370;6.646018;22.99568;-0.1546150;-1.094329;100.0314
1.971000;41.96252;6.646250;22.98014;-0.1557575;-1.102599;100.0189
1.979334;42.01311;6.646680;22.96472;-0.1568911;-1.110810;100.0032
1.987666;42.06711;6.646776;22.94936;-0.1580192;-1.118986;99.98856
1.996000;42.11754;6.646931;22.93416;-0.1591363;-1.127088;100.0112
2.004334;42.16513;6.646608;22.91903;-0.1602470;-1.135146;99.99392
2.012666;42.21316;6.646201;22.90399;-0.1613509;-1.143157;100.0409
2.021000;42.26398;6.645988;22.88880;-0.1624653;-1.151242;99.96668
2.029334;42.31683;6.646134;22.87377;-0.1635681;-1.159250;99.96053
2.037666;42.36768;6.646512;22.85896;-0.1646540;-1.167143;100.0372
2.046000;42.41864;6.646478;22.84461;-0.1657066;-1.174803;99.99344
2.054334;42.46563;6.646276;22.82996;-0.1667805;-1.182616;99.95239
2.062666;42.51250;6.646178;22.81528;-0.1678565;-1.190446;100.0395
2.071000;42.56646;6.645946;22.80062;-0.1689305;-1.198264;99.99866
2.079333;42.61334;6.645800;22.78569;-0.1700233;-1.206216;100.0102
2.087666;42.66516;6.646008;22.77171;-0.1710467;-1.213680;100.0067
2.096000;42.71367;6.646270;22.75710;-0.1721162;-1.221474;99.97582
2.104334;42.76287;6.646672;22.74299;-0.1731482;-1.229004;100.0006
2.112666;42.81322;6.646496;22.72851;-0.1742074;-1.236728;100.0218
2.121000;42.86764;6.646180;22.71456;-0.1752275;-1.244178;99.96994
2.129333;42.91638;6.646211;22.70030;-0.1762704;-1.251792;100.0093
2.137666;42.96526;6.646269;22.68613;-0.1773052;-1.259351;99.97082
2.146000;43.01298;6.646378;22.67213;-0.1783283;-1.266830;100.0248
2.154333;43.05831;6.646510;22.65876;-0.1793048;-1.273978;99.99695
2.162666;43.11608;6.646530;22.64534;-0.1802853;-1.281159;99.96528
2.171000;43.16239;6.646460;22.63122;-0.1813151;-1.288692;100.0604
2.179334;43.21166;6.646328;22.61784;-0.1822920;-1.295851;99.99669
2.187666;43.26169;6.646218;22.60455;-0.1832614;-1.302960;100.0076
2.196000;43.31303;6.646258;22.59150;-0.1842134;-1.309947;100.0041
2.204333;43.36031;6.646314;22.57842;-0.1851668;-1.316946;99.93735
2.212666;43.41216;6.646456;22.56593;-0.1860775;-1.323642;100.0058
2.221000;43.46002;6.646380;22.55322;-0.1870032;-1.330447;100.0117
2.229334;43.50666;6.646231;22.54097;-0.1878960;-1.337020;99.97472
2.237666;43.55805;6.646240;22.52852;-0.1888032;-1.343698;100.0184
2.246000;43.60440;6.646254;22.51620;-0.1897007;-1.350308;100.0095
2.254333;43.65358;6.646350;22.50424;-0.1905710;-1.356725;100.0016
2.262666;43.70511;6.646394;22.49231;-0.1914388;-1.363129;100.0090
2.271000;43.75414;6.646406;22.48030;-0.1923133;-1.369581;99.95930
2.279333;43.80156;6.646476;22.46818;-0.1931939;-1.376078;100.0077
2.287666;43.85394;6.646455;22.45606;-0.1940756;-1.382586;99.99509
2.296000;43.90384;6.646372;22.44358;-0.1949821;-1.389272;100.0690
2.304334;43.94934;6.646368;22.43141;-0.1958666;-1.395801;99.94838
2.312666;44.00332;6.646371;22.41940;-0.1967383;-1.402246;99.98688
2.321000;44.04322;6.646392;22.40807;-0.1975617;-1.408345;100.0111
2.329333;44.09683;6.646445;22.39652;-0.1984002;-1.414553;100.0477
2.337666;44.14644;6.646356;22.38533;-0.1992122;-1.420576;99.99506
2.346000;44.19291;6.646308;22.37411;-0.2000261;-1.426612;99.95375
2.354334;44.23748;6.646312;22.36258;-0.2008629;-1.432813;100.0075
2.362666;44.28790;6.646311;22.35144;-0.2016699;-1.438802;99.97726
2.371000;44.33970;6.646338;22.34060;-0.2024556;-1.444642;100.0544
2.379333;44.37956;6.646280;22.33005;-0.2032209;-1.450334;99.97736
2.387666;44.43226;6.646274;22.32012;-0.2039404;-1.455704;100.0057
2.396000;44.48662;6.646239;22.30969;-0.2046959;-1.461331;99.99113
2.404333;44.53002;6.646150;22.29895;-0.2054729;-1.467114;100.0125
2.412666;44.57549;6.646063;22.28906;-0.2061896;-1.472469;99.96962
2.421000;44.62722;6.646116;22.27866;-0.2069419;-1.478077;100.0977
2.429334;44.67160;6.646136;22.26869;-0.2076632;-1.483466;99.93900
2.437666;44.71680;6.646110;22.25896;-0.2083662;-1.488727;99.97634
2.446000;44.76066;6.646025;22.24912;-0.2090778;-1.494047;99.98259
2.454333;44.81152;6.645956;22.23960;-0.2097658;-1.499199;100.0583
2.462666;44.86377;6.645947;22.22992;-0.2104658;-1.504444;100.0070
2.471000;44.90566;6.645958;22.22006;-0.2111777;-1.509772;99.96180
2.479334;44.95769;6.646020;22.21094;-0.2118368;-1.514721;99.93991
2.487666;45.00445;6.646000;22.20134;-0.2125294;-1.519913;100.0596
2.496000;45.05262;6.645920;22.19179;-0.2132189;-1.525086;100.0313
2.504333;45.10254;6.645852;22.18284;-0.2138648;-1.529948;99.99071
2.512666;45.14698;6.645879;22.17380;-0.2145168;-1.534855;100.0190
2.521000;45.19110;6.645972;22.16514;-0.2151411;-1.539564;100.0083
2.529333;45.24377;6.646168;22.15679;-0.2157430;-1.544117;99.99642
2.537666;45.28699;6.646176;22.14820;-0.2163615;-1.548792;100.0217
2.546000;45.33294;6.646118;22.13954;-0.2169854;-1.553502;99.96472
2.554334;45.37949;6.646018;22.13067;-0.2176243;-1.558320;100.0117
2.562666;45.42584;6.645944;22.12210;-0.2182412;-1.562983;99.97344
2.571000;45.47204;6.646032;22.11360;-0.2188526;-1.567606;99.99791
2.579333;45.51776;6.646138;22.10517;-0.2194592;-1.572193;100.0242
2.587666;45.56830;6.646187;22.09702;-0.2200453;-1.576635;100.0392
2.596000;45.61295;6.646171;22.08875;-0.2206406;-1.581145;99.97938
2.604334;45.66152;6.645976;22.08034;-0.2212450;-1.585724;99.97113
2.612666;45.70604;6.645720;22.07196;-0.2218468;-1.590284;100.0029
2.621000;45.75250;6.645796;22.06421;-0.2224034;-1.594519;99.96808
2.629333;45.79637;6.645976;22.05660;-0.2229504;-1.598687;100.0195
2.637666;45.84120;6.646118;22.04958;-0.2234536;-1.602541;99.99418
2.646000;45.88560;6.646118;22.04182;-0.2240106;-1.606781;100.0562
2.654333;45.93109;6.645956;22.03436;-0.2245459;-1.610866;99.94024
2.662666;45.97926;6.645868;22.02724;-0.2250572;-1.614781;100.0288
2.671000;46.01871;6.645888;22.01935;-0.2256225;-1.619081;100.0252
2.679334;46.06403;6.645966;22.01153;-0.2261829;-1.623346;99.97638
2.687666;46.11338;6.646129;22.00483;-0.2266628;-1.627034;100.0005
2.696000;46.15400;6.646184;21.99820;-0.2271370;-1.630681;100.0065
2.704333;46.19937;6.646061;21.99060;-0.2276820;-1.634836;100.0092
2.712666;46.24594;6.645826;21.98327;-0.2282064;-1.638844;100.0067
2.721000;46.28954;6.645671;21.97600;-0.2287268;-1.642827;99.98481
2.729334;46.33481;6.645740;21.96920;-0.2292137;-1.646568;100.0085
2.737666;46.38464;6.645964;21.96238;-0.2297010;-1.650316;99.99259
2.746000;46.42592;6.646089;21.95568;-0.2301804;-1.654008;99.98176
2.754333;46.46787;6.646000;21.94981;-0.2305994;-1.657263;100.0071
2.762666;46.51386;6.645832;21.94406;-0.2310100;-1.660462;100.0169
2.771000;46.55633;6.645728;21.93739;-0.2314862;-1.664130;100.0095
2.779333;46.60200;6.645712;21.93116;-0.2319313;-1.667575;99.97218
2.787666;46.64830;6.645760;21.92531;-0.2323486;-1.670825;99.97606
2.796000;46.68861;6.645901;21.91940;-0.2327695;-1.674099;100.0044
2.804334;46.72965;6.645988;21.91356;-0.2331867;-1.677344;100.0655
2.812666;46.77854;6.645881;21.90739;-0.2336261;-1.680750;99.90588
2.821000;46.82554;6.645725;21.90177;-0.2340266;-1.683878;100.0547
2.829333;46.86982;6.645663;21.89629;-0.2344172;-1.686936;99.95038
2.837666;46.90780;6.645708;21.88996;-0.2348679;-1.690426;100.0599
2.846000;46.95438;6.645782;21.88392;-0.2352982;-1.693769;99.98650
2.854334;47.00302;6.645822;21.87828;-0.2356994;-1.696908;99.99188
2.862666;47.03988;6.645866;21.87261;-0.2361030;-1.700061;100.0011
2.871000;47.09129;6.645869;21.86712;-0.2364933;-1.703118;100.0385
2.879333;47.13484;6.645869;21.86194;-0.2368609;-1.706017;100.0037
2.887666;47.17431;6.645849;21.85630;-0.2372625;-1.709162;99.96418
2.896000;47.22031;6.645801;21.85166;-0.2375911;-1.711780;100.0028
2.904333;47.26321;6.645730;21.84690;-0.2379295;-1.714466;100.0258
2.912666;47.30488;6.645709;21.84196;-0.2382798;-1.717237;99.98281
2.921000;47.35000;6.645761;21.83734;-0.2386075;-1.719848;99.98024
2.929334;47.38974;6.645796;21.83295;-0.2389184;-1.722339;100.0057
2.937666;47.43045;6.645760;21.82845;-0.2392369;-1.724880;100.0232
2.946000;47.47610;6.645678;21.82398;-0.2395536;-1.727411;100.0251
2.954333;47.52264;6.645585;21.81923;-0.2398902;-1.730085;99.95206
2.962666;47.56754;6.645515;21.81462;-0.2402164;-1.732685;100.0023
2.971000;47.60834;6.645572;21.81080;-0.2404861;-1.734879;99.97188
2.979334;47.64468;6.645728;21.80604;-0.2408232;-1.737556;100.0234
2.987666;47.69041;6.645828;21.80132;-0.2411574;-1.740212;100.0251
2.996000;47.73435;6.645832;21.79670;-0.2414835;-1.742811;100.0020
3.004333;47.77798;6.645740;21.79246;-0.2417832;-1.745221;100.0257
3.012666;47.82333;6.645593;21.78804;-0.2420959;-1.747727;99.95459
3.021000;47.86306;6.645554;21.78422;-0.2423654;-1.749922;99.98703
3.029333;47.90778;6.645737;21.77965;-0.2426875;-1.752497;100.0470
3.037666;47.95098;6.646220;21.77567;-0.2429682;-1.754774;99.95144
